story,l8h0_induction_attn,reward_score
"Once upon a time in a faraway land, there lived a poor peasant who was to blame for their own trouble at once. A peasant, on he expected, was to stand on his back. As he stopped to see the fireman on his return home, he called out:",0.056688290646906905,0.4444444444444444
"Once upon a time in a faraway land, there lived a great army. The army of two groups were not given any status and were in a single unit for the third time. The first was the Blessed Division. In these regions the British army had already been used again before the war. During the winter of 1919 the British officers placed over the fort's soldiers and their families. They came to an armed forces force and the British soldiers were not happy",0.17577753525214596,0.5555555555555556
"Once upon a time in a faraway land, there lived a few great trees out of which the sun rose like a cloud, and it seemed to me it was quite clear that the sea had been so far away, and was still there before the sun went down. The sky rose from the wind until they reached the top of it, and it was very far behind it. There they stood, and the branches of the tree stood the head of the tree.",0.10427993539407657,0.5555555555555556
"Once upon a time in a faraway land, there lived a maiden-mother of flowers, flowers. The maiden loved the birds, they wanted to stay home. Everybody thought that they had seen the bird fly to another place, but nobody knew about it. Even so it was impossible to keep her warm.",0.12362534834251723,0.5555555555555556
"Once upon a time in a faraway land, there lived a beautiful castle, where it had become a forest, and the animals of the trees could not see that it had been eaten, but he was very hungry. And when he had disappeared he asked if if he should go out alone, but at last was able to catch her. He had been brought up, but he soon found his body, so he soon found one thing he wanted him to do,",0.11313299436440649,0.3333333333333333
"Once upon a time in a faraway land, there lived a young man named Nadal. They were at an age of small numbers. It seemed to him a man of great value to him, and he believed to be just a boy. He soon gave him orders to the people of Israel. But one day he was told to him what was left of his house, but he was given permission to stay out of the hut. The two had to move",0.16441070850608716,0.4444444444444444
"Once upon a time in a faraway land, there lived a great crowd of travellers and people, who were living in great numbers of forest-lamps. But they had found good fortune by the time the boat fell about from their journey. They gathered together a few new places of people, waiting for the new owners to make the business; the first people that were brought to the camp were the little fish, who gathered up the great hay, and began",0.0974687769936783,0.5555555555555556
"Once upon a time in a faraway land, there lived a castle, and one of the other was a stone.  One of these trees had been given to the other, and one of them was taken over by a man of a man and a king.  “O my life, my child, give me the child,” said the father; “he should come to a great place, and be a woman.” “I have brought the child off,”",0.16831619372181916,0.2222222222222222
"Once upon a time in a faraway land, there lived a wolf. They were so close that he went to the same village and placed the animals there, so he could not get any more help. When he had found it he tried and ate it. When he wanted to see the dog, the birds found him lying under the trees, and made him a very good boy. Before he found them, his own wife was very well pleased, and said,",0.11668140148334526,0.4444444444444444
"Once upon a time in a faraway land, there lived a poor little creature, who in his heart gave such a thought that nothing but a little bird was coming out at night, and it was all quiet in that little one where he found him. But by little means of which the dog had done this she decided to climb slowly and be patient. At last he saw a little bird and grow bigger and stronger up, and that he was just as hungry.",0.09996710526930896,0.4444444444444444
"Once upon a time in a faraway land, there lived a man called Cæsar, who had had trouble at it. But a man from a neighbouring Greenwich named Cæsar was so astonished that he had not noticed a path before him and went to an inn. Once he arrived on the sea, he saw a giant named Bun. He said to the woman in front of him, “My wife,” “Ye must",0.05967009668044435,0.5555555555555556
"Once upon a time in a faraway land, there lived a prince with two pairs of legs, and he gave them one of those, and he flew up to the house where he had been summoned by an elder, who had three sons before him. He was at the gate of the castle where he had brought the castle from her palace, but for six days he found it was a royal palace in which the two servants were sitting.",0.04325858000434475,0.5555555555555556
"Once upon a time in a faraway land, there lived a great golden apple.  At the door of the village stood a little door of the tower, so white that it had worn her, but still the windows were open.  For the first time in the middle were lights.  She was sitting quietly in the chair, and the window was not opened, but he was shut up.  The water was thick and dark, and a thin one seemed",0.166501440972156,0.4444444444444444
"Once upon a time in a faraway land, there lived a white Rabbit who remained there for more than a dozen years, which was far more than half a mile off. But his health had been much more than a small sheep. He stood very still but the boy looked at him and said, no longer in a hurry. He thought, “Here, where’s the big one?” “Then,” he said again, “take me to your own place",0.10038756691628596,0.4444444444444444
"Once upon a time in a faraway land, there lived a lion. Inside were little birds that looked to look at him, but he went to the bed.",0.024682814426081938,0.4444444444444444
"Once upon a time in a faraway land, there lived a man of whom, to whom he might have done so, a little nearer a country than a man of whom he loved. “Yes, father of my age.”",0.040859422895300666,0.2222222222222222
"Once upon a time in a faraway land, there lived a great great army of soldiers and soldiers who were still alive. Some soldiers who were at length were killed, and there were good men who wished to be a great hero. As soon as he got through them they called themselves ‘the Ladies’.’ They went and stood up in the doorway, and as soon as they had seen one another more, they would not get over anything. But they were",0.08311995648345429,0.4444444444444444
"Once upon a time in a faraway land, there lived a peasant. His servants had two mothers and a father; and the children had never seen him before, so they had a small black dress up there.",0.03950238858138815,0.1111111111111111
"Once upon a time in a faraway land, there lived a strange man who had once been given great pleasure. But by the time he could see nothing but the sight he had given and the little beast had taken him back to a hut there and made him one big giant man standing beside them. He thought what a great thing it was to take the giant back, and sit there, and at each little instant he began to think he loved a thing. But",0.10628590359079555,0.6666666666666666
"Once upon a time in a faraway land, there lived a tiny old white man.  The giant had heard that he was the king he had summoned himself and set fire on the tree; but when he did at the very sound of his voice he could not remember anything in the course of the affair, and he forgot that it was not his own good, and they did all this work, and then he showed them something he might do, except the",0.058352847440749,0.4444444444444444
"Once upon a time in a faraway land, there lived a great stone, and a great tower, and a great tower near its edge, it had fallen on the ground. On a time it was a magnificent little house. It was the best of the gods who were living, and people wondered whether it was not good of them to fly. When the King saw this strange bird fly at a great stone, he saw it beheld large and lovely, beautiful",0.1933707954765474,0.4444444444444444
"Once upon a time in a faraway land, there lived a little more splendidly, but the little ones loved him, and liked him. But he was too frightened to try not to talk a story, but the boys were left to carry and look, when the two children were shut down, and in the first place they could not understand the story, and he lay down by the fire, and presently he found a small piece of stone on it, who",0.08034851157505216,0.4444444444444444
"Once upon a time in a faraway land, there lived a few other animals. They were the most remarkable animals for their bodies. This was the animal’s health, and a great help. He found out that they were no longer living. He showed that the animals might sleep while they were alone, and that they were safe when they were thirsty.",0.1508524858600691,0.5555555555555556
"Once upon a time in a faraway land, there lived a king called Rappa, called Rappa, who was to have come on his death. In a great battle he was shown one day, and the next day he arrived in a very fine castle, and lived there. When they found the palace on the third day they were walking from the city gate, and on the third day he was dead, the giant met them. He saw his",0.12542020607453333,0.2222222222222222
"Once upon a time in a faraway land, there lived a little hut, a little palace. The Prince did not see her like a king. She was buried at the door and the girl had to cross the bed. There was a little bush, but the other was sitting by the window. She was left open and told to leave the room for him to work, for he should lay down a little cottage and lay down a little white room, close in",0.17046495054342686,0.3333333333333333
"Once upon a time in a faraway land, there lived a little man. He had long since left a little pond, but no heedless and small; it had vanished like a bird. One great one, who was the last one in the sky, was a small man, who was sitting down by tree-topped tree. A bird is found flying along in circles in a great green tree. They were always growing larger, and more mature than",0.09899477930819808,0.3333333333333333
"Once upon a time in a faraway land, there lived a wolf. Only his friends looked at the fish in the air. ""We have to go back home, now!"" cried the dogs.",0.06946157018041156,0.5555555555555556
"Once upon a time in a faraway land, there lived a vast array of men, who were soon approaching her to see the village. By evening she would meet him, a rich stranger, who, looking in her grey frock, bews on the ground, the others seemed to sit on the ground beside the fire, but the little people thought it might be her own way of making her happy, and the great ones thought her very good companions.",0.025809051554926216,0.5555555555555556
"Once upon a time in a faraway land, there lived a small, bicyclist , and a little cottage as close as they could see it there, and they were not afraid to watch it. At last they went to the top of the hill and went out to the beach in search of the village, because the stones were empty, the water fell to pieces, and they began to smell their bodies, for they could not eat a little longer.",0.09564731418671643,0.3333333333333333
"Once upon a time in a faraway land, there lived a child.  Now one had another, who was much stronger than her; and if her husband had not left for them she would probably have nothing in his world to do so.  The children found one of them still hungry.     Then they met another, and they were tired.  The little child sat down quietly, the next morning, and began to run the whole night by their feet.",0.07633893523531185,0.4444444444444444
"Once upon a time in a faraway land, there lived a child, a child, a child, who had been to the bottom of the forest; a fine young lady she had no children; and a great black man, whom he loved, was his bride. He never spoke of anything more than the child's child; and when he had been brought out to bed, he had no children or relatives. So he was very much obliged to let the birds",0.15693050790671795,0.2222222222222222
"Once upon a time in a faraway land, there lived a deer under it, and a little fish in the water came to see it. Then they flew out to go to work and look after it, as a matter of fact. This was the worst of his hunting for the night, even the wolf sat up and looked at him and said, ""Yes; it is not a great dragon's bird."" That was not a man like his mother, but",0.10204049759683595,0.3333333333333333
